Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial,Source.Extinct,Source.Rediscovered.or.Synonymised
Astronidium_kasiense,na,na,species,Melastomataceae,EW,FIJ,WT,Phan.,WP,Extinct,Astronidium_kasiense,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Atriplex_tularensis,na,na,species,Amaranthaceae,CR,CAL,S,Ther.,A,Rediscovered,Atriplex_tularensis,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",http://www.calflora.org/cgi-bin/species_query.cgi?where-taxon=Atriplex+tularensis
Ayenia_limitaris,na,na,species,,,,,,,Synonym,Nephropetalum_pringlei,U.D.D.I. Fish and Wildlife Service (1985). Review of plant taxa for listing as endangered or threatened species; notice of review. Federal Register 50(188): 1-39.,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Bacopa_rotundifolia,na,na,species,,,,,,,Synonym,Bacopa_simulans,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Badula_ovalifolia,na,na,species,Primulaceae,CR,REU,WT,Nanophan.,WP,Rediscovered,Badula_ovalifolia,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/","Kew Bulletin, Vol. 63, No. 3. (2008), pp. 481-483."
Badula_platyphylla,na,na,species,Primulaceae,CR,MAU,WT,Nanophan.,WP,Rediscovered,Badula_platyphylla,http://www.iucnredlist.org/details/30530/0,http://www.iucnredlist.org/details/30530
Bakerella_clavata,subsp,sechellensis,subsp,,,,,,,Synonym,Loranthus_sechellensis,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Ballantinia_antipoda,na,na,species,Brassicaceae,VU,"TAS,VIC",S,Therophyte,A,Rediscovered,Ballantinia_antipoda,"Briggs, J.D. & Leigh, J.H. (1995). Rare or threatened Australian plants , rev. ed.: 1-466.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/8441814
Banara_wilsonii,na,na,species,Salicaceae,EW,CUB,MT,Phanerophyte,WP,Extinct,Banara_wilsonii,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Barleria_natalensis,na,na,species,Acanthaceae,EX,NAT,S,Phanerophyte,WP,Extinct,Barleria_natalensis,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",
Basananthe_cupricola,na,na,species,Passifloraceae,EX,ZAI,MT,Hemicr.,WP,Extinct,Basananthe_cupricola,"IUCN (2016). The IUCN Red List of Threatened Species, Version 3.1 [Accessed June, 2016]",
Begonia_brevicaulis,na,na,species,Begoniaceae,CR,ASS,WT,Chamaephyte,WP,Rediscovered,Begonia_brevicaulis,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1990). Red data book of Indian plants 3: 1-271. Calcutta.","Uddin, A. (2007). Distribution and status of Indian Begonia L. species. Journal of Economic and Taxonomic Botany 31: 591-597."
Begonia_bufoderma,na,na,species,Begoniaceae,EW,cult,WT,Cham.,WP,Extinct,Begonia_bufoderma,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Begonia_cowellii,na,na,species,Begoniaceae,EX,CUB,WT,Tuber_geophyte_or_cham.,WP,Extinct,Begonia_cowellii,"Borhidi, A. & Muñiz, O. (1983). Catálogo de Plantas Cubanas Amenazadas o Extinguidas: 1-85. Acad. Ci. de Cuba, La Habana.",
Begonia_eiromischa,na,na,species,Begoniaceae,EX,MLY,WT,Cham._or_nanophan.,WP,Extinct,Begonia_eiromischa,"Borhidi, A. & Muñiz, O. (1983). Catálogo de Plantas Cubanas Amenazadas o Extinguidas: 1-85. Acad. Ci. de Cuba, La Habana.",
Begonia_linearifolia,na,na,species,Begoniaceae,EX,CUB,WT,Chamaephyte,WP,Extinct,Begonia_linearifolia,"Borhidi, A. & Muñiz, O. (1983). Catálogo de Plantas Cubanas Amenazadas o Extinguidas: 1-85. Acad. Ci. de Cuba, La Habana.",
Begonia_macrotis,na,na,species,Begoniaceae,EW,cult,WT,Cham.,WP,Extinct,Begonia_macrotis,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Begonia_morelii,na,na,species,Begoniaceae,EW,cult,WT,Cham.,WP,Extinct,Begonia_morelii,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Begonia_trullifolia,na,na,species,Begoniaceae,EX,MDG,T,Cham.,WP,Extinct,Begonia_trullifolia,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Beilschmiedia_preussii,na,na,species,Lauraceae,EX,CMN,WT,Phan.,WP,Extinct,Beilschmiedia_preussii,"Cable, S. & Cheek, M. (1998). The plants of Mt Cameroon : a conservation checklist. 1-198. Royal Botanic Gardens, Kew",
Bertiera_bistipulata,na,na,species,Rubiaceae,EX,MAU,WT,Nanophan._or_phan.,WP,Extinct,Bertiera_bistipulata,"Bosser, J. & al. (eds.) (1976-). Flore des Mascareignes. IRD Éditions, MSIRI, RBG-Kew, Paris.",
Betula_halophila,na,na,species,Betulaceae,EX,CHX,G,Phan.,WP,Extinct,Betula_halophila,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Betula_jinpingensis,na,na,species,Betulaceae,EW,CHC,G,Phan.,WP,Extinct,Betula_jinpingensis,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Beyeria_cygnorum,na,na,species,Euphorbiaceae,EW,WAU,DT,Phanerophyte,WP,Extinct,Beyeria_cygnorum,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",
Beyeria_lepidopetala,na,na,species,Euphorbiaceae,EX,WAU,DT,Phanerophyte,WP,Extinct,Beyeria_lepidopetala,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",
Billardiera_laxiflora,na,na,species,Pittosporaceae,EW,WAU,DT,Nanophan.,WP,Extinct,Billardiera_laxiflora,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Billbergia_buchholtzii,na,na,species,Bromeliaceae,EW,cult,WT,Hemicr._or_cham.,WP,Extinct,Billbergia_buchholtzii,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Blutaparon_rigidum,na,na,species,Amaranthaceae,EX,GAL,MT,Nanophan.,WP,Extinct,Blutaparon_rigidum,"Lawesson, J.E., Adsersen, H. & Bentley, P. (1987). An updated and annotated checklist of the vascular plants of the Galapagos islands: 1-74. Aarhus, Denmark.",
Boechera_fructicosa,na,na,species,Brassicaceae,VU,"MNT,WYO",G,Hemicryptophyte,HP,Rediscovered,Boechera_fructicosa,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",http://www.wynps.org/newsletters/2013_12.pdf
Boechera_gunnisoniana,na,na,species,Brassicaceae,VU,"COL,UTA",G,Hemicr._or_cham.,WP,Rediscovered,Boechera_gunnisoniana,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.","Ackerfield, J. (2015). Flora of Colorado: 1-818. BRIT Press."
Bonania_myricifolia,na,na,species,Euphorbiaceae,EX,CUB,WT,Nanophan.,WP,Extinct,Bonania_myricifolia,"Borhidi, A. & Muñiz, O. (1983). Catálogo de Plantas Cubanas Amenazadas o Extinguidas: 1-85. Acad. Ci. de Cuba, La Habana.",
Bouzetia_maritima,na,na,species,Rutaceae,EW,NWC,WT,Nanophan.,WP,Extinct,Bouzetia_maritima,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Brachyscome_muelleri,na,na,species,Asteraceae,EN,SOA,S,Therophyte,A,Rediscovered,Brachyscome_muelleri,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2890062
Brachystelma_occidentale,na,na,species,Apocynaceae,CR,CPP,S,Tuber_geophyte,HP,Rediscovered,Brachystelma_occidentale,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",http://redlist.sanbi.org/species.php?species=2640-59
Brassica_procumbens,na,na,species,Brassicaceae,VU,"COR,ITA,ALG,TUN",S,Cham.,WP,Rediscovered,Brassica_procumbens,"Tutin, T.G. & al. (eds.) (1995). Flora Europaea electonic dataset","Dobignard, A. & Chatelain, C. (2011). Index synonymique de la flore d'Afrique du nord 3: 1-449. Éditions des conservatoire et jardin botaniques, Genève."
Brickellia_chenopodina,na,na,species,Asteraceae,EX,NWM,S,Phanerophyte,WP,Extinct,Brickellia_chenopodina,"Kartesz, J.T. (1994) A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland",
Bromus_brachystachys,na,na,species,Poaceae,VU,"GER,PAL",G,Ther.,A,Rediscovered,Bromus_brachystachys,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/","Wu, Z. & Raven, P.H. (eds.) (2006). Poaceae. Flora of China 22: 1-733. Missouri Botanical Garden Press, St. Louis."
Bromus_bromoideus,na,na,species,Poaceae,EW,"BGM,GER,NET,FRA",G,Ther.,A,Extinct,Bromus_bromoideus,"Tutin, T.G. & al. (eds.) (1995). Flora Europaea electonic dataset",
Bromus_interruptus,na,na,species,Poaceae,EW,GRB,G,Ther.,A,Extinct,Bromus_interruptus,"Tutin, T.G. & al. (eds.) (1995). Flora Europaea electonic dataset",
Buchanania_mangoides,na,na,species,Anacardiaceae,DD,QLD,T,Phan.,WP,Rediscovered,Buchanania_mangoides,"Briggs, J.D. & Leigh, J.H. (1995). Rare or threatened Australian plants , rev. ed.: 1-466.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2899315
Bulbophyllum_herbula,na,na,species,Orchidaceae,EW,REU,WT,Pseudobulb_cham.,WP,Extinct,Bulbophyllum_herbula,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Bulbophyllum_janus,na,na,species,Orchidaceae,EX,SUM,WT,Pseudobulb_epiphyte,E,Extinct,Bulbophyllum_janus,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Bulbophyllum_pusillum,na,na,species,Orchidaceae,EX,MAU,WT,Pseudobulb_epiphyte,E,Extinct,Bulbophyllum_pusillum,"Bosser, J. & al. (eds.) (1976-). Flore des Mascareignes. IRD Éditions, MSIRI, RBG-Kew, Paris.",
Bulbostylis_neglecta,na,na,species,Cyperaceae,CR,STH,T,Ther.,A,Rediscovered,Bulbostylis_neglecta,R.B.G. Kew & Intern. Inst. Environment and Development (1993). Statyus of the endemic flora and preliminary recovery programmes 3: 1-95.,"Lambdon, P. (2012). Flowering plants & ferns of St Helena: 1-624. Pisces publications for St Helena nature conservation group."
Bulbostylis_warei,na,na,species,Cyperaceae,VU,"ALA,FLA,GEO,NCA,SCA",G,Hemicr.,WP,Rediscovered,Bulbostylis_warei,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",Fl. N. America
Butia_leptospatha,na,na,species,,,,,,,Synonym,Syagrus_leptospatha,"Glassman, S.F. (1972), A revision of B.E.Dahlgren's index of American plants. Cramer. 1-294","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Byttneria_ivorensis,na,na,species,Malvaceae,EX,IVO,WT,Phan.,WP,Extinct,Byttneria_ivorensis,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Cadaba_parvula,na,na,species,Capparaceae,EW,KEN,T,Nanophan.,WP,Extinct,Cadaba_parvula,"Pohill, R.M. (1963). Tropical African Plants: XXVII. Kew Bulletin 17: 161-182.",
Caesia_rigidifolia,na,na,species,Xanthorrhoeaceae,EW,WAU,DT,Hemicr.,WP,Extinct,Caesia_rigidifolia,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Caladenia_brachyscapa,na,na,species,Orchidaceae,CR,"VIC,TAS",WT,Tuber_geophyte,HP,Rediscovered,Caladenia_brachyscapa,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/name/apni/90700
Caladenia_carnea,na,na,species,,,,,,,Synonym,Caladenia_atkinsonii,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Caladenia_pumila,na,na,species,Orchidaceae,EX,VIC,S,Tuber_geophyte,HP,Extinct,Caladenia_pumila,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",
Calamagrostis_canadensis,var,langsdorfii,var,,,,,,,Synonym,Calamagrostis_nubila,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Calamagrostis_drummondii,na,na,species,Poaceae,EN,WAU,S,Hemicr.,WP,Rediscovered,Calamagrostis_drummondii,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.",http://www.wa.liberal.org.au/item/3878?print=1&tmpl=component
Calamagrostis_drummondii,na,na,species,,,,,,,Synonym,Deyeuxia_drummondii,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Calamagrostis_lawrencei,na,na,species,Poaceae,EX,TAS,S,Hemicryptophyte,HP,Extinct,Calamagrostis_lawrencei,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",
Calamagrostis_lawrencei,na,na,species,,,,,,,Synonym,Deyeuxia_lawrencei,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Calamagrostis_simlensis,na,na,species,Poaceae,EW,WHM,G,Hemicr.,WP,Extinct,Calamagrostis_simlensis,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Calamagrostis_simlensis,na,na,species,,,,,,,Synonym,Deyeuxia_simlensis,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Calandrinia_ciliata,na,na,species,,,,,,,Synonym,Calandrinia_feltonii,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Calandrinia_composita,na,na,species,Portulacaceae,DD,WAU,DT,ther.,A,Rediscovered,Calandrinia_composita,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2894962
Calandrinia_dielsii,na,na,species,Portulacaceae,EW,WAU,DT,ther.,A,Extinct,Calandrinia_dielsii,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",
Calandrinia_sphaerophylla,na,na,species,Portulacaceae,DD,SOA,DT,ther.,A,Rediscovered,Calandrinia_sphaerophylla,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2910795
Calanthe_ecallosa,na,na,species,Orchidaceae,CR,JAW,WT,Hemicr.,WP,Rediscovered,Calanthe_ecallosa,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/","Clayton, D. & Cribb, P. (2013). The Genus Calanthe: 1-411. Natural history publications (Borneo), Kota Kinabalu."
Calanthe_triplicata,na,na,species,,,,,,,Synonym,Calanthe_breviflos,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Calanthe_whiteana,na,na,species,Orchidaceae,CR,"EHM,MYA",S,Hemicr.,WP,Rediscovered,Calanthe_whiteana,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/","Clayton, D. & Cribb, P. (2013). The Genus Calanthe: 1-411. Natural history publications (Borneo), Kota Kinabalu."
Calathea_martinicensis,na,na,species,Marantaceae,EX,WIN,WT,Hemicr.,WP,Extinct,Calathea_martinicensis,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Caliphruria_tenera,na,na,species,Amaryllidaceae,EX,CLM,T,geophyte,HP,Extinct,Caliphruria_tenera,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Callitriche_hermaphroditica,subsp,hermaphroditica,subsp,,,,,,,Synonym,Callitriche_fassettii,"Kartesz, J.T. (1994) A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Calochortus_monanthus,na,na,species,Liliaceae,EX,CAL,S,Bulb_geophyte,HP,Extinct,Calochortus_monanthus,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Calospatha_scortechinii,na,na,species,,,,,,,Synonym,Calospatha_confusa,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Calothamnus_accedens,na,na,species,Myrtaceae,VU,WAU,S,Nanophan.,WP,Rediscovered,Calothamnus_accedens,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2920379
Calothamnus_sanguineus,na,na,species,,,,,,,Synonym,Calothamnus_blepharantherus,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Calycadenia_fremontii,na,na,species,Asteraceae,LR,"ORE,CAL",G,ther.,A,Rediscovered,Calycadenia_fremontii,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",http://www.calflora.org/cgi-bin/species_query.cgi?where-taxon=Calycadenia+fremontii
Campanula_oligosperma,na,na,species,Campanulaceae,EX,TUR,G,Hemicr.,WP,Extinct,Campanula_oligosperma,"Ekim, T. & al. (1989). Türkiye'nin tehlike altindakinadir ve endemik bitki turleri: 1-227. Ankara.",
Campanula_robinsiae,na,na,species,Campanulaceae,CR,FLA,S,ther.,A,Rediscovered,Campanula_robinsiae,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",http://www.sptimes.com/2007/09/24/Hernando/A_rare_flower_makes_b.shtml
Campomanesia_guaviroba,na,na,species,,,,,,,Synonym,Campomanesia_punctulata,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Campomanesia_lundiana,na,na,species,Myrtaceae,EX,BZL,WT,Nanophan._or_phan.,WP,Extinct,Campomanesia_lundiana,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Campylocentrum_latifolium,na,na,species,Orchidaceae,EW,BZL,MT,epiphyte,E,Extinct,Campylocentrum_latifolium,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Cantua_cordata,na,na,species,Polemoniaceae,EX,PER,T,Nanophan.,WP,Extinct,Cantua_cordata,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Capanemia_perpusilla,na,na,species,Orchidaceae,EW,cult,T,Hemicr._or_cham.,WP,Extinct,Capanemia_perpusilla,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Capanemia_pygmaea,na,na,species,Orchidaceae,EW,cult,MT,Hemicr._or_cham.,WP,Extinct,Capanemia_pygmaea,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
